"timestamp","value","state_context"
"2026-02-03 18:44:13.132+00","63.5622","CYCLE_TIME"
"2026-02-03 18:44:27.823+00","14.7013","CYCLE_TIME"
"2026-02-03 18:44:38.046+00","10.2235","CYCLE_TIME"
"2026-02-03 18:44:49.783+00","11.7368","CYCLE_TIME"
"2026-02-03 18:45:00.085+00","10.302","CYCLE_TIME"
"2026-02-03 18:45:11.705+00","11.6199","CYCLE_TIME"
"2026-02-03 18:45:22.018+00","10.3125","CYCLE_TIME"
"2026-02-03 18:45:33.624+00","11.6059","CYCLE_TIME"
"2026-02-03 18:45:43.936+00","10.3117","CYCLE_TIME"
"2026-02-03 18:45:55.307+00","11.3717","CYCLE_TIME"
"2026-02-03 18:46:05.424+00","10.1166","CYCLE_TIME"
"2026-02-03 18:46:16.881+00","11.4573","CYCLE_TIME"
"2026-02-03 18:46:27.424+00","10.5429","CYCLE_TIME"
"2026-02-03 18:46:39.469+00","12.0456","CYCLE_TIME"
"2026-02-03 18:46:49.27+00","9.8002","CYCLE_TIME"
"2026-02-03 18:47:00.741+00","11.4713","CYCLE_TIME"
"2026-02-03 18:47:11.08+00","10.3393","CYCLE_TIME"
"2026-02-03 18:47:22.706+00","11.6258","CYCLE_TIME"
"2026-02-03 18:47:32.913+00","10.2073","CYCLE_TIME"
"2026-02-03 18:47:44.72+00","11.8066","CYCLE_TIME"
"2026-02-03 18:47:54.85+00","10.1299","CYCLE_TIME"
"2026-02-03 18:48:06.594+00","11.7441","CYCLE_TIME"
"2026-02-03 18:48:17.018+00","10.4245","CYCLE_TIME"
"2026-02-03 18:48:28.966+00","11.9477","CYCLE_TIME"
"2026-02-03 18:48:39.173+00","10.2069","CYCLE_TIME"
"2026-02-03 18:48:50.697+00","11.5242","CYCLE_TIME"
"2026-02-03 18:49:00.914+00","10.217","CYCLE_TIME"
"2026-02-03 18:49:12.517+00","11.6025","CYCLE_TIME"
"2026-02-03 18:49:22.725+00","10.2078","CYCLE_TIME"
"2026-02-03 18:49:34.566+00","11.8413","CYCLE_TIME"
"2026-02-03 18:49:44.865+00","10.299","CYCLE_TIME"
"2026-02-03 18:49:56.446+00","11.581","CYCLE_TIME"
"2026-02-03 18:50:06.856+00","10.4102","CYCLE_TIME"
"2026-02-03 18:50:18.447+00","11.5913","CYCLE_TIME"
"2026-02-03 18:50:28.682+00","10.2347","CYCLE_TIME"
"2026-02-03 18:50:40.52+00","11.838","CYCLE_TIME"
"2026-02-03 18:50:50.864+00","10.3446","CYCLE_TIME"
"2026-02-03 18:51:02.626+00","11.7619","CYCLE_TIME"
"2026-02-03 18:51:12.542+00","9.9155","CYCLE_TIME"
"2026-02-03 18:51:24.476+00","11.9341","CYCLE_TIME"
"2026-02-03 18:51:34.791+00","10.3154","CYCLE_TIME"
"2026-02-03 18:51:46.602+00","11.8105","CYCLE_TIME"
"2026-02-03 18:51:57.114+00","10.5119","CYCLE_TIME"
"2026-02-03 18:52:08.78+00","11.6657","CYCLE_TIME"
"2026-02-03 18:52:18.817+00","10.0372","CYCLE_TIME"
"2026-02-03 18:52:30.663+00","11.8459","CYCLE_TIME"
"2026-02-03 18:52:40.972+00","10.3098","CYCLE_TIME"
"2026-02-03 18:52:52.749+00","11.7766","CYCLE_TIME"
"2026-02-03 18:53:02.902+00","10.1534","CYCLE_TIME"
"2026-02-03 18:53:15.095+00","12.1921","CYCLE_TIME"
"2026-02-03 18:53:25.345+00","10.2506","CYCLE_TIME"
"2026-02-03 18:53:36.484+00","11.1382","CYCLE_TIME"
"2026-02-03 18:53:46.894+00","10.4101","CYCLE_TIME"
"2026-02-03 18:53:56.286+00","9.3929","CYCLE_TIME"
"2026-02-03 18:54:08.472+00","12.1856","CYCLE_TIME"
"2026-02-03 18:54:21.121+00","12.6486","CYCLE_TIME"
"2026-02-03 18:54:31.032+00","9.9111","CYCLE_TIME"
"2026-02-03 18:54:42.82+00","11.7876","CYCLE_TIME"
"2026-02-03 18:54:53.129+00","10.3093","CYCLE_TIME"
"2026-02-03 18:55:04.656+00","11.5275","CYCLE_TIME"
"2026-02-03 18:55:15.061+00","10.4042","CYCLE_TIME"
"2026-02-03 18:55:27.029+00","11.9687","CYCLE_TIME"
"2026-02-03 18:55:36.927+00","9.8985","CYCLE_TIME"
"2026-02-03 18:55:48.66+00","11.7329","CYCLE_TIME"
"2026-02-03 18:55:58.982+00","10.3216","CYCLE_TIME"
"2026-02-03 18:56:10.755+00","11.7725","CYCLE_TIME"
"2026-02-03 18:56:21.156+00","10.4014","CYCLE_TIME"
"2026-02-03 18:56:32.816+00","11.6601","CYCLE_TIME"
"2026-02-03 18:56:43.236+00","10.4202","CYCLE_TIME"
"2026-02-03 18:56:55.312+00","12.0759","CYCLE_TIME"
"2026-02-03 18:57:05.215+00","9.9035","CYCLE_TIME"
"2026-02-03 18:57:17.235+00","12.0199","CYCLE_TIME"
"2026-02-03 18:57:27.226+00","9.9905","CYCLE_TIME"
"2026-02-03 18:57:39.014+00","11.7877","CYCLE_TIME"
"2026-02-03 18:57:49.534+00","10.5204","CYCLE_TIME"
"2026-02-03 18:58:00.895+00","11.3606","CYCLE_TIME"
"2026-02-03 18:58:11.297+00","10.4022","CYCLE_TIME"
"2026-02-03 18:58:22.786+00","11.4887","CYCLE_TIME"
"2026-02-03 18:58:33.101+00","10.3154","CYCLE_TIME"
"2026-02-03 18:58:45.276+00","12.1755","CYCLE_TIME"
"2026-02-03 18:58:54.998+00","9.7221","CYCLE_TIME"
"2026-02-03 18:59:07.188+00","12.1897","CYCLE_TIME"
"2026-02-03 18:59:17.103+00","9.9155","CYCLE_TIME"
"2026-02-03 18:59:28.707+00","11.6032","CYCLE_TIME"
"2026-02-03 18:59:38.93+00","10.2237","CYCLE_TIME"
"2026-02-03 18:59:50.825+00","11.8945","CYCLE_TIME"
"2026-02-03 19:00:01.552+00","10.7269","CYCLE_TIME"
"2026-02-03 19:00:12.713+00","11.161","CYCLE_TIME"
"2026-02-03 19:00:23.254+00","10.5417","CYCLE_TIME"
"2026-02-03 19:00:35.198+00","11.9435","CYCLE_TIME"
"2026-02-03 19:00:45.535+00","10.3346","CYCLE_TIME"
"2026-02-03 19:00:57.146+00","11.6134","CYCLE_TIME"
"2026-02-03 19:01:07.074+00","9.9275","CYCLE_TIME"
"2026-02-03 19:01:19.121+00","12.0471","CYCLE_TIME"
"2026-02-03 19:01:28.928+00","9.8078","CYCLE_TIME"
"2026-02-03 19:01:41.21+00","12.2818","CYCLE_TIME"
"2026-02-03 19:01:51.128+00","9.9175","CYCLE_TIME"
"2026-02-03 19:02:03.27+00","12.1425","CYCLE_TIME"
"2026-02-03 19:02:13.068+00","9.798","CYCLE_TIME"
"2026-02-03 19:02:25.254+00","12.1859","CYCLE_TIME"
"2026-02-03 19:02:35.189+00","9.9349","CYCLE_TIME"
"2026-02-03 19:02:47.324+00","12.135","CYCLE_TIME"
"2026-02-03 19:02:57.03+00","9.7063","CYCLE_TIME"
"2026-02-03 19:03:09.379+00","12.349","CYCLE_TIME"
"2026-02-03 19:03:19.5+00","10.1209","CYCLE_TIME"
"2026-02-03 19:03:31.254+00","11.7533","CYCLE_TIME"
"2026-02-03 19:03:41.355+00","10.101","CYCLE_TIME"
"2026-02-03 19:03:53.195+00","11.8408","CYCLE_TIME"
"2026-02-03 19:04:03.496+00","10.3005","CYCLE_TIME"
"2026-02-03 19:04:15.138+00","11.6422","CYCLE_TIME"
"2026-02-03 19:04:25.348+00","10.2097","CYCLE_TIME"
"2026-02-03 19:04:37.036+00","11.6884","CYCLE_TIME"
"2026-02-03 19:04:47.535+00","10.4986","CYCLE_TIME"
"2026-02-03 19:04:59.237+00","11.7024","CYCLE_TIME"
"2026-02-03 19:05:09.236+00","9.9993","CYCLE_TIME"
"2026-02-03 19:05:21.347+00","12.1109","CYCLE_TIME"
"2026-02-03 19:05:31.465+00","10.1179","CYCLE_TIME"
"2026-02-03 19:05:43.406+00","11.9415","CYCLE_TIME"
"2026-02-03 19:05:53.606+00","10.1998","CYCLE_TIME"
"2026-02-03 19:06:05.384+00","11.777","CYCLE_TIME"
"2026-02-03 19:06:15.604+00","10.2212","CYCLE_TIME"
"2026-02-03 19:06:27.299+00","11.6941","CYCLE_TIME"
"2026-02-03 19:06:37.649+00","10.3499","CYCLE_TIME"
"2026-02-03 19:06:49.142+00","11.4932","CYCLE_TIME"
"2026-02-03 19:06:59.155+00","10.0123","CYCLE_TIME"
"2026-02-03 19:07:11.307+00","12.1529","CYCLE_TIME"
"2026-02-03 19:07:21.017+00","9.7095","CYCLE_TIME"
"2026-02-03 19:07:33.333+00","12.3162","CYCLE_TIME"
"2026-02-03 19:07:43.029+00","9.6961","CYCLE_TIME"
"2026-02-03 19:07:55.413+00","12.3839","CYCLE_TIME"
"2026-02-03 19:08:05.126+00","9.7136","CYCLE_TIME"
"2026-02-03 19:08:16.511+00","11.3843","CYCLE_TIME"
"2026-02-03 19:08:27.051+00","10.5406","CYCLE_TIME"
"2026-02-03 19:08:39.284+00","12.2333","CYCLE_TIME"
"2026-02-03 19:08:49.6+00","10.3154","CYCLE_TIME"
"2026-02-03 19:09:01.303+00","11.7028","CYCLE_TIME"
"2026-02-03 19:09:11.231+00","9.9284","CYCLE_TIME"
"2026-02-03 19:09:23.387+00","12.1555","CYCLE_TIME"
"2026-02-03 19:09:33.3+00","9.9134","CYCLE_TIME"
"2026-02-03 19:09:45.3+00","11.9999","CYCLE_TIME"
"2026-02-03 19:09:54.903+00","9.6033","CYCLE_TIME"
"2026-02-03 19:10:07.279+00","12.3757","CYCLE_TIME"
"2026-02-03 19:10:16.877+00","9.5983","CYCLE_TIME"
"2026-02-03 19:10:29.157+00","12.2797","CYCLE_TIME"
"2026-02-03 19:10:39.179+00","10.0223","CYCLE_TIME"
"2026-02-03 19:10:50.697+00","11.5173","CYCLE_TIME"
"2026-02-03 19:11:00.894+00","10.1978","CYCLE_TIME"
"2026-02-03 19:11:13.019+00","12.1246","CYCLE_TIME"
"2026-02-03 19:11:22.958+00","9.9392","CYCLE_TIME"
"2026-02-03 19:11:34.773+00","11.8146","CYCLE_TIME"
"2026-02-03 19:11:44.901+00","10.1278","CYCLE_TIME"
"2026-02-03 19:11:56.629+00","11.728","CYCLE_TIME"
"2026-02-03 19:12:06.536+00","9.9075","CYCLE_TIME"
"2026-02-03 19:12:18.563+00","12.0238","CYCLE_TIME"
"2026-02-03 19:12:28.76+00","10.2","CYCLE_TIME"
"2026-02-03 19:12:40.304+00","11.5441","CYCLE_TIME"
"2026-02-03 19:12:50.598+00","10.2937","CYCLE_TIME"
"2026-02-03 19:13:02.884+00","12.2865","CYCLE_TIME"
"2026-02-03 19:13:12.486+00","9.6014","CYCLE_TIME"
"2026-02-03 19:13:24.783+00","12.2974","CYCLE_TIME"
"2026-02-03 19:13:34.996+00","10.213","CYCLE_TIME"
"2026-02-03 19:13:46.965+00","11.9687","CYCLE_TIME"
"2026-02-03 19:13:57.12+00","10.1553","CYCLE_TIME"
"2026-02-03 19:14:08.522+00","11.4017","CYCLE_TIME"
"2026-02-03 19:14:18.632+00","10.111","CYCLE_TIME"
"2026-02-03 19:14:30.725+00","12.0926","CYCLE_TIME"
"2026-02-03 19:14:40.432+00","9.7075","CYCLE_TIME"
"2026-02-03 19:14:52.792+00","12.3593","CYCLE_TIME"
"2026-02-03 19:15:02.605+00","9.8136","CYCLE_TIME"
"2026-02-03 19:15:14.858+00","12.2522","CYCLE_TIME"
"2026-02-03 19:15:24.684+00","9.8267","CYCLE_TIME"
"2026-02-03 19:15:36.954+00","12.2698","CYCLE_TIME"
"2026-02-03 19:15:46.792+00","9.8376","CYCLE_TIME"
"2026-02-03 19:15:59.031+00","12.2393","CYCLE_TIME"
"2026-02-03 19:16:08.736+00","9.705","CYCLE_TIME"
"2026-02-03 19:16:21.01+00","12.2746","CYCLE_TIME"
"2026-02-03 19:16:31.326+00","10.3154","CYCLE_TIME"
"2026-02-03 19:16:42.916+00","11.59","CYCLE_TIME"
"2026-02-03 19:16:52.959+00","10.0424","CYCLE_TIME"
"2026-02-03 19:17:04.996+00","12.0368","CYCLE_TIME"
"2026-02-03 19:17:14.71+00","9.714","CYCLE_TIME"
"2026-02-03 19:17:26.916+00","12.2063","CYCLE_TIME"
"2026-02-03 19:17:37.082+00","10.1668","CYCLE_TIME"
"2026-02-03 19:17:48.862+00","11.7801","CYCLE_TIME"
"2026-02-03 19:17:58.877+00","10.0139","CYCLE_TIME"
"2026-02-03 19:18:10.95+00","12.0733","CYCLE_TIME"
"2026-02-03 19:18:20.976+00","10.0257","CYCLE_TIME"
"2026-02-03 19:18:32.741+00","11.7655","CYCLE_TIME"
"2026-02-03 19:18:42.951+00","10.2096","CYCLE_TIME"
"2026-02-03 19:18:55.071+00","12.1206","CYCLE_TIME"
"2026-02-03 19:19:05.188+00","10.1169","CYCLE_TIME"
"2026-02-03 19:19:16.664+00","11.4757","CYCLE_TIME"
"2026-02-03 19:19:27.105+00","10.4413","CYCLE_TIME"
"2026-02-03 19:19:38.899+00","11.7945","CYCLE_TIME"
"2026-02-03 19:19:48.999+00","10.0997","CYCLE_TIME"
"2026-02-03 19:20:00.738+00","11.7391","CYCLE_TIME"
"2026-02-03 19:20:10.848+00","10.1092","CYCLE_TIME"
"2026-02-03 19:20:22.932+00","12.0844","CYCLE_TIME"
"2026-02-03 19:20:32.853+00","9.9208","CYCLE_TIME"
"2026-02-03 19:20:45.051+00","12.1974","CYCLE_TIME"
"2026-02-03 19:20:54.855+00","9.8046","CYCLE_TIME"
"2026-02-03 19:21:07.193+00","12.3379","CYCLE_TIME"
"2026-02-03 19:21:16.823+00","9.6298","CYCLE_TIME"
"2026-02-03 19:21:29.232+00","12.4093","CYCLE_TIME"
"2026-02-03 19:21:39.07+00","9.8381","CYCLE_TIME"
"2026-02-03 19:21:50.86+00","11.7895","CYCLE_TIME"
"2026-02-03 19:22:01.163+00","10.3031","CYCLE_TIME"
"2026-02-03 19:22:12.91+00","11.7473","CYCLE_TIME"
"2026-02-03 19:22:23.252+00","10.3423","CYCLE_TIME"
"2026-02-03 19:22:35.01+00","11.758","CYCLE_TIME"
"2026-02-03 19:22:45.351+00","10.3412","CYCLE_TIME"
"2026-02-03 19:22:57.243+00","11.8921","CYCLE_TIME"
"2026-02-03 19:23:07.251+00","10.007","CYCLE_TIME"
"2026-02-03 19:23:19.04+00","11.7895","CYCLE_TIME"
"2026-02-03 19:23:29.446+00","10.4065","CYCLE_TIME"
"2026-02-03 19:23:41.376+00","11.9294","CYCLE_TIME"
"2026-02-03 19:23:51.274+00","9.8986","CYCLE_TIME"
"2026-02-03 19:24:03.244+00","11.9691","CYCLE_TIME"
"2026-02-03 19:24:13.45+00","10.2064","CYCLE_TIME"
"2026-02-03 19:24:25.317+00","11.8669","CYCLE_TIME"
"2026-02-03 19:24:35.408+00","10.0913","CYCLE_TIME"
"2026-02-03 19:24:47.444+00","12.0355","CYCLE_TIME"
"2026-02-03 19:24:57.893+00","10.45","CYCLE_TIME"
"2026-02-03 19:25:09.621+00","11.7279","CYCLE_TIME"
"2026-02-03 19:25:19.228+00","9.6063","CYCLE_TIME"
"2026-02-03 19:25:31.399+00","12.1715","CYCLE_TIME"
"2026-02-03 19:25:41.412+00","10.0124","CYCLE_TIME"
"2026-02-03 19:25:53.775+00","12.3639","CYCLE_TIME"
"2026-02-03 19:26:03.681+00","9.9058","CYCLE_TIME"
"2026-02-03 19:26:15.585+00","11.9034","CYCLE_TIME"
"2026-02-03 19:26:26.184+00","10.5987","CYCLE_TIME"
"2026-02-03 19:26:37.484+00","11.3007","CYCLE_TIME"
"2026-02-03 19:26:47.895+00","10.4109","CYCLE_TIME"
"2026-02-03 19:26:59.761+00","11.8663","CYCLE_TIME"
"2026-02-03 19:27:10.076+00","10.3148","CYCLE_TIME"
"2026-02-03 19:27:21.5+00","11.4234","CYCLE_TIME"
"2026-02-03 19:27:31.805+00","10.3054","CYCLE_TIME"
"2026-02-03 19:27:44.035+00","12.23","CYCLE_TIME"
"2026-02-03 19:27:54.431+00","10.3965","CYCLE_TIME"
"2026-02-03 19:28:05.943+00","11.512","CYCLE_TIME"
"2026-02-03 19:28:16.546+00","10.6031","CYCLE_TIME"
"2026-02-03 19:28:28.17+00","11.6232","CYCLE_TIME"
"2026-02-03 19:28:38.175+00","10.0052","CYCLE_TIME"
"2026-02-03 19:28:50.363+00","12.1885","CYCLE_TIME"
"2026-02-03 19:29:00.699+00","10.3357","CYCLE_TIME"
